Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	LAF1,0	LAF5,0	LAF10,0	LAF50,0	LAF90,0	LAF95,0	LAF99,0	StdDev	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time	
GL 22  007	16/11/2021 9:05:07	00:00:01	0	33,22	34,35	34,16	34,00	32,98	32,41	32,31	32,22	0,59	28,00	8000,00	32,00	8000,00	24,00	(H)	25,00	(HF) Marginal	1,86	48,98	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:08	00:00:01	0	33,79	34,98	34,90	34,80	33,87	32,65	32,52	32,42	0,80	29,00	8000,00	33,00	8000,00	26,00	(H)	26,00	(HF) Marginal	2,05	50,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:09	00:00:01	0	33,68	35,00	34,80	34,33	33,11	32,66	32,61	32,45	0,66	28,00	2000,00	30,00	2000,00	26,00	(H)	26,00	(HF) Marginal	1,94	49,55	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:10	00:00:01	0	34,27	35,37	35,27	35,15	34,44	33,80	33,60	33,30	0,51	28,00	1000,00	30,00	1000,00	26,00	(H)	27,00	(HF) Marginal	2,08	50,55	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:11	00:00:01	0	33,91	34,53	34,35	34,22	33,84	33,60	33,51	33,42	0,24	28,00	1000,00	30,00	1000,00	25,00	(R) (H)	27,00	(LF) Marginal	1,91	49,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:12	00:00:01	0	33,67	34,33	34,16	34,08	33,67	33,25	33,14	33,02	0,30	27,00	1000,00	29,00	1000,00	25,00	(H)	27,00	(HF) Marginal	1,94	49,58	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:13	00:00:01	0	35,12	35,95	35,77	35,65	35,09	34,36	34,20	34,00	0,46	29,00	1000,00	32,00	2000,00	28,00	(H)	28,00	(HF) Objectionable	2,28	51,90	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:14	00:00:01	0	34,88	38,20	37,80	37,15	34,15	33,47	33,36	33,23	1,38	30,00	2000,00	32,00	2000,00	27,00	(H)	28,00	(HF) Objectionable	2,22	51,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:15	00:00:01	0	33,38	34,13	33,95	33,84	33,28	32,80	32,70	32,62	0,39	29,00	2000,00	31,00	2000,00	25,00	(H)	27,00	(HF) Marginal	1,78	48,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:16	00:00:01	0	33,63	34,90	34,57	34,45	33,43	33,08	33,03	33,00	0,50	28,00	2000,00	30,00	2000,00	27,00	(H)	27,00	(HF) Objectionable	1,87	49,01	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:17	00:00:01	0	34,59	36,60	36,25	36,06	34,33	33,15	33,06	33,00	1,10	31,00	4000,00	34,00	4000,00	27,00	(H)	27,00	(HF) Objectionable	2,14	50,95	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:18	00:00:01	0	33,80	34,56	34,43	34,31	33,80	33,15	33,07	33,01	0,43	28,00	1000,00	30,00	1000,00	25,00	(H)	27,00	(HF) Marginal	1,86	48,98	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:19	00:00:01	0	34,37	35,36	35,20	35,10	34,20	33,63	33,48	33,26	0,51	29,00	1000,00	31,00	1000,00	26,00	(H)	28,00	(LF) Marginal	1,94	49,56	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:20	00:00:01	0	35,26	35,73	35,57	35,51	35,17	34,88	34,81	34,65	0,23	29,00	1000,00	31,00	1000,00	27,00	(R) (H)	28,00	(LF) Marginal	2,20	51,40	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:21	00:00:01	0	35,02	36,20	35,95	35,70	34,86	34,20	34,11	34,02	0,60	30,00	2000,00	32,00	2000,00	27,00	(H)	29,00	(HF) Objectionable	2,05	50,38	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:22	00:00:01	0	36,54	37,18	37,12	37,05	36,44	35,76	35,68	35,61	0,47	31,00	1000,00	33,00	1000,00	29,00	(H)	30,00	(HF) Objectionable	2,58	53,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:23	00:00:01	0	37,96	38,96	38,83	38,60	37,60	37,16	37,06	36,90	0,58	33,00	2000,00	35,00	2000,00	29,00	(H)	31,00	(HF) Marginal	2,80	54,87	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:24	00:00:01	0	39,38	39,90	39,77	39,73	39,32	38,15	38,07	38,01	0,54	35,00	2000,00	37,00	2000,00	31,00	(H)	33,00	(HF) Marginal	3,21	56,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:25	00:00:01	0	39,79	40,60	40,31	40,13	39,62	39,40	39,30	39,22	0,28	36,00	2000,00	38,00	2000,00	31,00	(H)	33,00	(HF) Marginal	3,20	56,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:26	00:00:01	0	39,75	40,60	40,52	40,42	39,86	39,28	39,12	39,02	0,37	36,00	2000,00	38,00	2000,00	32,00	(H)	33,00	(HF) Marginal	3,29	57,19	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:27	00:00:01	0	39,77	40,50	40,33	40,22	39,76	39,40	39,28	39,20	0,32	35,00	1000,00	37,00	2000,00	31,00	(H)	33,00	(HF) Marginal	3,31	57,26	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:28	00:00:01	0	40,18	40,59	40,55	40,51	40,23	39,55	39,46	39,40	0,33	35,00	1000,00	37,00	2000,00	32,00	(H)	34,00	(HF) Marginal	3,49	58,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:29	00:00:01	0	40,01	40,97	40,88	40,76	39,91	39,40	39,28	39,20	0,51	35,00	1000,00	37,00	2000,00	32,00	(H)	34,00	(HF) Marginal	3,48	57,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:30	00:00:01	0	39,29	40,13	39,93	39,76	39,17	38,87	38,82	38,66	0,32	35,00	2000,00	37,00	2000,00	31,00	(H)	33,00	(HF) Marginal	3,16	56,59	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:31	00:00:01	0	40,35	40,76	40,60	40,57	40,38	40,02	39,88	39,70	0,21	36,00	1000,00	38,00	2000,00	32,00	(H)	34,00	(HF) Objectionable	3,50	58,07	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:32	00:00:01	0	40,02	40,40	40,33	40,25	40,00	39,82	39,80	39,65	0,16	36,00	2000,00	38,00	2000,00	32,00	(H)	34,00	(HF) Marginal	3,37	57,53	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:33	00:00:01	0	39,87	41,13	40,86	40,56	39,80	39,37	39,22	39,05	0,47	35,00	1000,00	37,00	2000,00	32,00	(H)	34,00	(HF) Objectionable	3,44	57,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:34	00:00:01	0	38,83	41,37	41,27	41,13	38,72	36,96	36,76	36,60	1,51	37,00	8000,00	40,00	8000,00	29,00	(H)	31,00	(HF) Marginal	3,09	56,25	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:35	00:00:01	0	37,06	37,57	37,45	37,37	37,01	36,64	36,56	36,43	0,27	31,00	1000,00	33,00	1000,00	28,00	(H)	30,00	(HF) Marginal	2,67	54,16	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:36	00:00:01	0	37,00	38,50	38,25	38,11	36,61	36,10	35,92	35,82	0,71	31,00	1000,00	33,00	1000,00	29,00	(H)	30,00	(HF) Marginal	2,72	54,44	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:37	00:00:01	0	36,29	37,50	37,28	36,96	36,41	36,11	36,05	36,00	0,35	31,00	1000,00	33,00	1000,00	27,00	(H)	29,00	(HF) Marginal	2,37	52,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:38	00:00:01	0	35,45	35,98	35,94	35,88	35,53	35,22	35,14	35,02	0,24	30,00	1000,00	32,00	1000,00	27,00	(H)	29,00	(HF) Marginal	2,17	51,14	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:39	00:00:01	0	36,01	36,55	36,38	36,32	35,92	35,48	35,40	35,24	0,31	31,00	1000,00	33,00	1000,00	27,00	(H)	30,00	(HF) Marginal	2,20	51,36	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:40	00:00:01	0	36,56	38,20	38,00	37,73	36,30	35,81	35,66	35,46	0,69	31,00	1000,00	33,00	1000,00	29,00	(H)	30,00	(HF) Objectionable	2,46	53,00	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:41	00:00:01	0	36,77	37,38	37,30	37,21	36,58	36,24	36,21	36,06	0,37	31,00	1000,00	33,00	1000,00	27,00	(R) (H)	29,00	(N) Acceptable	2,52	53,33	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:42	00:00:01	0	37,16	38,50	38,16	37,93	37,28	36,36	36,20	35,80	0,56	32,00	1000,00	34,00	1000,00	28,00	(H)	30,00	(HF) Marginal	2,62	53,90	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:43	00:00:01	0	34,34	35,96	35,80	35,60	34,36	33,87	33,81	33,65	0,62	28,00	1000,00	30,00	1000,00	25,00	(H)	27,00	(HF) Marginal	1,99	49,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:44	00:00:01	0	34,20	35,50	35,20	34,98	34,16	33,66	33,50	33,30	0,52	28,00	1000,00	31,00	8000,00	25,00	(H)	27,00	(HF) Marginal	2,05	50,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:45	00:00:01	0	34,61	36,13	35,80	35,57	34,24	33,27	33,21	33,00	0,95	29,00	2000,00	33,00	8000,00	26,00	(H)	27,00	(HF) Marginal	2,19	51,33	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:46	00:00:01	0	34,39	35,37	35,27	35,14	34,39	34,01	33,92	33,82	0,41	28,00	1000,00	30,00	1000,00	26,00	(H)	27,00	(HF) Marginal	2,11	50,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:47	00:00:01	0	33,15	34,36	34,20	33,97	33,13	32,44	32,36	32,23	0,60	26,00	1000,00	28,00	1000,00	24,00	(H)	25,00	(N) Acceptable	1,74	48,01	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:48	00:00:01	0	33,49	34,80	34,66	34,51	33,14	32,65	32,51	32,40	0,65	25,00	1000,00	27,00	1000,00	23,00	(R) (H)		(N) Acceptable	1,87	49,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:49	00:00:01	0	34,43	35,40	35,18	35,09	34,50	34,01	33,88	33,70	0,40	27,00	4000,00	30,00	4000,00	24,00	(R) (H)		(N) Acceptable	2,04	50,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:50	00:00:01	0	34,15	35,17	35,05	34,77	34,10	33,56	33,48	33,41	0,47	26,00	125,00	27,00	125,00	23,00	(R) (H)		(N) Acceptable	1,88	49,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:51	00:00:01	0	33,08	34,00	33,92	33,82	33,44	32,30	32,04	31,85	0,57	25,00	1000,00	27,00	1000,00	23,00	(R) (H)		(N) Acceptable	1,73	47,88	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:52	00:00:01	0	34,70	35,53	35,37	35,32	34,63	33,13	32,80	31,90	0,86	28,00	2000,00	30,00	2000,00	24,00	(R) (H)	26,00	(N) Acceptable	2,10	50,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:53	00:00:01	0	34,95	36,10	35,85	35,72	34,98	34,08	33,90	33,65	0,61	29,00	2000,00	33,00	8000,00	25,00	(R) (H)	26,00	(HF) Marginal	2,31	52,05	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:54	00:00:01	0	33,05	34,93	34,60	34,36	33,13	32,40	31,73	31,46	0,79	28,00	4000,00	31,00	4000,00	24,00	(H)		(HF) Marginal	1,91	49,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:55	00:00:01	0	31,30	31,96	31,83	31,75	31,23	30,85	30,76	30,63	0,33	24,00	1000,00	27,00	8000,00	21,00	(R) (H)		(N) Acceptable	1,45	45,40	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:56	00:00:01	0	33,60	35,30	34,90	34,56	33,28	32,61	32,48	32,20	0,74	29,00	4000,00	32,00	4000,00	24,00	(R) (H)		(HF) Marginal	1,98	49,88	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:57	00:00:01	0	33,90	35,70	35,48	35,00	33,64	32,76	32,66	32,50	0,83	27,00	4000,00	30,00	4000,00	24,00	(R) (H)		(HF) Marginal	1,97	49,78	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:58	00:00:01	0	32,89	35,10	34,70	34,00	32,77	31,90	31,68	31,46	0,83	24,00	63,00	27,00	2000,00	23,00	(R) (H)		(N) Acceptable	1,75	48,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:59	00:00:01	0	34,25	37,15	36,90	36,60	33,60	32,50	32,16	32,00	1,51	34,00	8000,00	38,00	8000,00	21,00	(R) (H)		(LF) Marginal	1,92	49,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:00	00:00:01	0	32,96	34,00	33,84	33,73	32,48	31,46	31,30	31,00	0,90	27,00	250,00	29,00	250,00	21,00	(R)		(N) Acceptable	1,60	46,78	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:01	00:00:01	0	35,52	37,70	37,45	37,00	34,92	34,30	34,00	33,80	1,01	31,00	250,00	34,00	4000,00	23,00	(R) (H)		(HF) Marginal	2,23	51,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:02	00:00:01	0	35,55	36,90	36,56	36,37	35,61	34,05	33,88	33,70	0,90	31,00	250,00	32,00	250,00	23,00	(R) (H)		(N) Acceptable	2,19	51,30	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:03	00:00:01	0	35,85	36,90	36,58	36,49	36,00	35,15	34,94	34,82	0,48	33,00	250,00	34,00	250,00	22,00	(R)		(N) Acceptable	2,01	50,05	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:04	00:00:01	0	35,43	36,50	36,32	36,20	35,29	34,17	34,05	33,86	0,70	29,00	250,00	32,00	4000,00	25,00	(R) (H)	25,00	(HF) Marginal	2,40	52,62	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:05	00:00:01	0	34,47	35,93	35,60	35,13	34,65	34,12	34,02	33,85	0,43	28,00	250,00	30,00	250,00	25,00	(R) (H)	26,00	(N) Acceptable	2,13	50,87	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:06	00:00:01	0	36,41	39,20	38,40	37,80	35,94	35,00	34,83	34,46	1,05	30,00	250,00	33,00	4000,00	27,00	(R) (H)	27,00	(HF) Marginal	2,61	53,85	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:06:07	00:00:01	0	36,25	37,75	37,50	37,18	36,20	35,28	35,20	35,04	0,77	31,00	4000,00	35,00	8000,00	28,00	(H)	28,00	(HF) Marginal	2,69	54,28	0	1	0	0	0	1	L:\M05\GELUID\Projecten\stiltegebied Moervaartvallei\metingen\2021herfst\stilte2021herfst\Users\2250\Top.Job\GL 22  007.LoggingCPB.Project\ProfileAnnotations.PAnnotations\SR1.wav	0		0		0		0	0	0	0	0	0	0	
